DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Spain,2021,7.42,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Spain,2023,8.68,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Spain,2025,17.14,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,European Union - 27 countries (from 2020),2021,6.93,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,European Union - 27 countries (from 2020),2023,6.79,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,European Union - 27 countries (from 2020),2025,17.27,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Finland,2021,16.25,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Finland,2023,12.98,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Finland,2025,,u,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,France,2021,5.33,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,France,2023,4.87,b,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,France,2025,16.93,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Croatia,2021,8.29,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Croatia,2023,6.70,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Croatia,2025,12.90,,
ESTAT:ISOC_EB_AIN2(1.0),15/06/26 11:00:00,Annual,10 persons employed or more,Manufacturing,"Enterprises using at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR, E_AI_TPVSG",Percentage of enterprises,Hungary,2021,4.00,,
