DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Finland,2023,37.06,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Finland,2025,41.69,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,France,2023,9.46,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,France,2025,8.96,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Croatia,2023,10.76,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Croatia,2025,10.24,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Hungary,2023,6.77,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Hungary,2025,7.77,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Ireland,2023,19.82,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Ireland,2025,24.15,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Italy,2023,16.65,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Italy,2025,15.00,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Lithuania,2023,10.24,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Lithuania,2025,23.78,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Luxembourg,2023,18.37,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Luxembourg,2025,22.39,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Latvia,2023,8.14,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Latvia,2025,11.36,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Montenegro,2023,13.28,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Montenegro,2025,15.61,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Malta,2023,20.98,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Malta,2025,23.01,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Netherlands,2023,29.20,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Netherlands,2025,33.85,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Norway,2023,20.08,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Norway,2025,25.19,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Poland,2023,8.91,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Poland,2025,9.86,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Portugal,2023,10.83,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Portugal,2025,11.82,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Romania,2023,6.55,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Romania,2025,7.21,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Serbia,2023,4.03,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Serbia,2025,13.82,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Sweden,2023,20.08,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Sweden,2025,19.70,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Slovenia,2023,11.45,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Slovenia,2025,11.77,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Slovakia,2023,11.18,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Slovakia,2025,12.58,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Türkiye,2023,5.78,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises,Türkiye,2025,5.66,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Albania,2025,6.79,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Austria,2023,16.21,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Austria,2025,15.39,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Bosnia and Herzegovina,2023,4.99,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Bosnia and Herzegovina,2025,8.42,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Belgium,2023,29.18,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Belgium,2025,30.38,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Bulgaria,2023,3.64,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Bulgaria,2025,6.36,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Cyprus,2023,20.39,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Cyprus,2025,21.00,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Czechia,2023,9.51,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Czechia,2025,15.72,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Germany,2023,12.52,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Germany,2025,11.44,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Denmark,2023,38.69,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Denmark,2025,39.96,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,14.88,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,15.38,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Estonia,2023,14.89,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Estonia,2025,16.76,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Greece,2023,8.30,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Greece,2025,8.94,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Spain,2023,16.66,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Spain,2025,21.63,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,European Union - 27 countries (from 2020),2023,14.10,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,European Union - 27 countries (from 2020),2025,14.85,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Finland,2023,37.06,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Finland,2025,41.69,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,France,2023,9.59,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,France,2025,8.99,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Croatia,2023,11.17,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Croatia,2025,10.30,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Hungary,2023,7.08,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Hungary,2025,8.30,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Ireland,2023,20.13,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Ireland,2025,24.81,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Italy,2023,16.75,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Italy,2025,15.20,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Lithuania,2023,10.24,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Lithuania,2025,23.78,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Luxembourg,2023,18.52,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Luxembourg,2025,22.63,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Latvia,2023,8.14,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Latvia,2025,11.36,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Montenegro,2023,13.28,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Montenegro,2025,15.61,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Malta,2023,21.41,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Malta,2025,23.37,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Netherlands,2023,29.20,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Netherlands,2025,33.85,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Norway,2023,20.29,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Norway,2025,25.64,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Poland,2023,9.03,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Poland,2025,10.00,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Portugal,2023,11.18,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Portugal,2025,11.96,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Romania,2023,6.55,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Romania,2025,7.24,,
ESTAT:ISOC_EB_IIP(1.0),27/02/26 11:00:00,Annual,From 10 to 249 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises using Business Intelligence (BI) software,Percentage of enterprises where persons employed have access to the internet,Serbia,2023,4.03,,
